date,metric_name,value,segment,plan,region,domain,description
2025-09-12,Immediate Priorities Alignment,79.9307,Mid-Market,Pro,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-09-12,Immediate Priorities Alignment,75.9703,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-09-12,Immediate Priorities Alignment,104.8531,Enterprise,Basic,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-10-12,Immediate Priorities Alignment,96.7482,Mid-Market,Basic,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-10-12,Immediate Priorities Alignment,88.5765,SMB,Enterprise,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-10-12,Immediate Priorities Alignment,100.5648,Enterprise,Basic,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-11-11,Immediate Priorities Alignment,119.6004,Enterprise,Basic,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-11-11,Immediate Priorities Alignment,89.3686,SMB,Basic,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-11-11,Immediate Priorities Alignment,113.5607,Enterprise,Basic,North America,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-12-11,Immediate Priorities Alignment,122.387,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-12-11,Immediate Priorities Alignment,132.2115,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-12-11,Immediate Priorities Alignment,122.4354,Mid-Market,Pro,EMEA,"Strategy [Inferred] (The metric is fundamentally about ""strategic priorities"",",Measures the percentage of leaders who are 100% aligned on the
2025-01-15,Percentage of initiatives mapped to value streams vs. functional silos,0.8209,Mid-Market,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-01-15,Percentage of initiatives mapped to value streams vs. functional silos,0.6241,Mid-Market,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-01-15,Percentage of initiatives mapped to value streams vs. functional silos,0.6833,Enterprise,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-02-14,Percentage of initiatives mapped to value streams vs. functional silos,0.8389,Enterprise,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-02-14,Percentage of initiatives mapped to value streams vs. functional silos,0.9474,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-02-14,Percentage of initiatives mapped to value streams vs. functional silos,0.8799,SMB,Pro,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-03-16,Percentage of initiatives mapped to value streams vs. functional silos,0.7788,SMB,Enterprise,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-03-16,Percentage of initiatives mapped to value streams vs. functional silos,0.832,SMB,Basic,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-03-16,Percentage of initiatives mapped to value streams vs. functional silos,0.872,SMB,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-04-15,Percentage of initiatives mapped to value streams vs. functional silos,0.6504,SMB,Pro,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-04-15,Percentage of initiatives mapped to value streams vs. functional silos,0.717,Enterprise,Basic,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-04-15,Percentage of initiatives mapped to value streams vs. functional silos,0.8602,Mid-Market,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-05-15,Percentage of initiatives mapped to value streams vs. functional silos,0.8308,Mid-Market,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-05-15,Percentage of initiatives mapped to value streams vs. functional silos,0.7649,Enterprise,Enterprise,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-05-15,Percentage of initiatives mapped to value streams vs. functional silos,0.8899,Mid-Market,Pro,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-06-14,Percentage of initiatives mapped to value streams vs. functional silos,0.6734,SMB,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-06-14,Percentage of initiatives mapped to value streams vs. functional silos,0.63,Enterprise,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-06-14,Percentage of initiatives mapped to value streams vs. functional silos,0.8299,Mid-Market,Basic,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-07-14,Percentage of initiatives mapped to value streams vs. functional silos,0.6964,Enterprise,Pro,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-07-14,Percentage of initiatives mapped to value streams vs. functional silos,0.6591,Enterprise,Enterprise,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-07-14,Percentage of initiatives mapped to value streams vs. functional silos,0.8602,SMB,Basic,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-08-13,Percentage of initiatives mapped to value streams vs. functional silos,0.9932,Enterprise,Enterprise,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-08-13,Percentage of initiatives mapped to value streams vs. functional silos,0.9953,SMB,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-08-13,Percentage of initiatives mapped to value streams vs. functional silos,0.811,SMB,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-09-12,Percentage of initiatives mapped to value streams vs. functional silos,0.8055,SMB,Enterprise,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-09-12,Percentage of initiatives mapped to value streams vs. functional silos,0.7446,Mid-Market,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-09-12,Percentage of initiatives mapped to value streams vs. functional silos,0.7109,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-10-12,Percentage of initiatives mapped to value streams vs. functional silos,0.7634,Mid-Market,Pro,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-10-12,Percentage of initiatives mapped to value streams vs. functional silos,0.9128,SMB,Basic,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-10-12,Percentage of initiatives mapped to value streams vs. functional silos,0.8639,SMB,Pro,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-11-11,Percentage of initiatives mapped to value streams vs. functional silos,0.9271,Enterprise,Enterprise,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-11-11,Percentage of initiatives mapped to value streams vs. functional silos,0.9379,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-11-11,Percentage of initiatives mapped to value streams vs. functional silos,0.9345,SMB,Pro,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-12-11,Percentage of initiatives mapped to value streams vs. functional silos,0.6173,Mid-Market,Enterprise,North America,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-12-11,Percentage of initiatives mapped to value streams vs. functional silos,0.609,Mid-Market,Basic,APAC,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-12-11,Percentage of initiatives mapped to value streams vs. functional silos,0.7807,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (This metric focuses on the ""Vision, alignment,",This metric tracks the proportion of strategic initiatives that are explicitly
2025-01-15,Strategic Priority Charter,0.3684,SMB,Pro,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-01-15,Strategic Priority Charter,0.3479,Mid-Market,Pro,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-01-15,Strategic Priority Charter,0.2853,Mid-Market,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-02-14,Strategic Priority Charter,0.3054,Enterprise,Basic,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-02-14,Strategic Priority Charter,0.3365,Mid-Market,Basic,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-02-14,Strategic Priority Charter,0.3257,SMB,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-03-16,Strategic Priority Charter,0.2389,Enterprise,Pro,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-03-16,Strategic Priority Charter,0.3228,Mid-Market,Basic,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-03-16,Strategic Priority Charter,0.3382,SMB,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-04-15,Strategic Priority Charter,0.3352,SMB,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-04-15,Strategic Priority Charter,0.3143,Mid-Market,Basic,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-04-15,Strategic Priority Charter,0.2711,Enterprise,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-05-15,Strategic Priority Charter,0.2727,Enterprise,Pro,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-05-15,Strategic Priority Charter,0.2984,SMB,Enterprise,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-05-15,Strategic Priority Charter,0.2592,SMB,Basic,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-06-14,Strategic Priority Charter,0.2724,SMB,Enterprise,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-06-14,Strategic Priority Charter,0.2278,Enterprise,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-06-14,Strategic Priority Charter,0.3058,Enterprise,Basic,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-07-14,Strategic Priority Charter,0.2163,SMB,Enterprise,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-07-14,Strategic Priority Charter,0.2766,Mid-Market,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-07-14,Strategic Priority Charter,0.2145,Mid-Market,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-08-13,Strategic Priority Charter,0.2304,SMB,Basic,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-08-13,Strategic Priority Charter,0.3137,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-08-13,Strategic Priority Charter,0.311,Mid-Market,Basic,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-09-12,Strategic Priority Charter,0.2955,SMB,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-09-12,Strategic Priority Charter,0.274,SMB,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-09-12,Strategic Priority Charter,0.2024,Mid-Market,Pro,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-10-12,Strategic Priority Charter,0.2156,Mid-Market,Enterprise,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-10-12,Strategic Priority Charter,0.2189,Mid-Market,Basic,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-10-12,Strategic Priority Charter,0.2324,SMB,Basic,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-11-11,Strategic Priority Charter,0.274,Enterprise,Enterprise,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-11-11,Strategic Priority Charter,0.2774,SMB,Pro,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-11-11,Strategic Priority Charter,0.2582,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-12-11,Strategic Priority Charter,0.2359,Enterprise,Basic,EMEA,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-12-11,Strategic Priority Charter,0.2958,Enterprise,Pro,North America,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-12-11,Strategic Priority Charter,0.2899,Enterprise,Enterprise,APAC,"Strategy [Inferred] (The charter's explicit purpose of defining ""selected","Defines selected priorities, success signals, sponsors, and initial rhythms,"
2025-01-15,Quick Win Charter,855.3529,SMB,Basic,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-01-15,Quick Win Charter,742.1299,Enterprise,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-01-15,Quick Win Charter,891.7476,Enterprise,Pro,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-02-14,Quick Win Charter,876.3888,SMB,Pro,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-02-14,Quick Win Charter,867.0845,SMB,Basic,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-02-14,Quick Win Charter,675.5717,Enterprise,Basic,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-03-16,Quick Win Charter,628.3077,Mid-Market,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-03-16,Quick Win Charter,663.9383,Enterprise,Enterprise,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-03-16,Quick Win Charter,756.4702,Mid-Market,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-04-15,Quick Win Charter,749.9081,SMB,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-04-15,Quick Win Charter,660.2922,SMB,Basic,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-04-15,Quick Win Charter,864.3705,SMB,Pro,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-05-15,Quick Win Charter,780.3706,SMB,Enterprise,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-05-15,Quick Win Charter,592.8037,Enterprise,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-05-15,Quick Win Charter,829.9507,Enterprise,Pro,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-06-14,Quick Win Charter,752.4377,Mid-Market,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-06-14,Quick Win Charter,803.5235,Mid-Market,Basic,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-06-14,Quick Win Charter,759.77,Mid-Market,Pro,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-07-14,Quick Win Charter,646.6781,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-07-14,Quick Win Charter,836.03,SMB,Enterprise,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-07-14,Quick Win Charter,691.569,Enterprise,Enterprise,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-08-13,Quick Win Charter,643.1812,SMB,Enterprise,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-08-13,Quick Win Charter,607.0416,SMB,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-08-13,Quick Win Charter,741.4113,SMB,Enterprise,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-09-12,Quick Win Charter,777.6792,SMB,Pro,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-09-12,Quick Win Charter,734.377,SMB,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-09-12,Quick Win Charter,614.0107,Mid-Market,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-10-12,Quick Win Charter,617.4099,SMB,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-10-12,Quick Win Charter,817.7619,Enterprise,Basic,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-10-12,Quick Win Charter,770.0883,Mid-Market,Pro,North America,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-11-11,Quick Win Charter,587.1991,Mid-Market,Basic,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-11-11,Quick Win Charter,606.9145,Mid-Market,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-11-11,Quick Win Charter,688.813,Mid-Market,Enterprise,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-12-11,Quick Win Charter,712.6262,Mid-Market,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-12-11,Quick Win Charter,741.06,SMB,Pro,EMEA,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-12-11,Quick Win Charter,623.8624,SMB,Basic,APAC,"Strategy [Inferred] (A ""Quick Win Charter"" is fundamentally about prioritizing","A co-designed, high-readiness initiative that leadership agrees to sponsor"
2025-01-15,Strategic Connection Signal,0.5587,SMB,Enterprise,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-01-15,Strategic Connection Signal,0.5164,SMB,Basic,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-01-15,Strategic Connection Signal,0.5457,SMB,Basic,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-02-14,Strategic Connection Signal,0.5402,Mid-Market,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-02-14,Strategic Connection Signal,0.7213,Enterprise,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-02-14,Strategic Connection Signal,0.7085,Mid-Market,Basic,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-03-16,Strategic Connection Signal,0.506,SMB,Pro,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-03-16,Strategic Connection Signal,0.6763,Mid-Market,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-03-16,Strategic Connection Signal,0.6407,SMB,Pro,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-04-15,Strategic Connection Signal,0.5327,Enterprise,Pro,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-04-15,Strategic Connection Signal,0.5462,Mid-Market,Enterprise,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-04-15,Strategic Connection Signal,0.6316,Enterprise,Pro,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-05-15,Strategic Connection Signal,0.4361,Mid-Market,Enterprise,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-05-15,Strategic Connection Signal,0.5421,SMB,Pro,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-05-15,Strategic Connection Signal,0.4491,Mid-Market,Enterprise,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-06-14,Strategic Connection Signal,0.4445,Enterprise,Basic,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-06-14,Strategic Connection Signal,0.4989,SMB,Pro,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-06-14,Strategic Connection Signal,0.6052,SMB,Pro,EMEA,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-07-14,Strategic Connection Signal,0.4642,Enterprise,Basic,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-07-14,Strategic Connection Signal,0.4737,Mid-Market,Basic,APAC,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
2025-07-14,Strategic Connection Signal,0.4296,SMB,Pro,North America,Strategy [Inferred] (The metric's focus on connecting to strategic goals and,"A metric that indicates how well various parts of the organization (teams,"
